Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
802	Spectrogram 1	1	1119.964825674	1120.504279471	43.880	327.945	lt
803	Spectrogram 1	1	1120.534249126	1121.193581543	267.898	399.538	w
804	Spectrogram 1	1	1126.797020604	1127.296514860	39.261	348.730	lt
805	Spectrogram 1	1	1128.575220155	1129.004785215	256.351	376.443	w
806	Spectrogram 1	1	1125.238598526	1125.728102897	219.400	390.300	w
807	Spectrogram 1	1	1121.832047702	1122.331541958	270.208	401.848	w
808	Spectrogram 1	1	1123.230631618	1123.889964036	274.827	448.037	w
809	Spectrogram 1	1	1130.792974650	1131.382377872	281.755	418.014	w
810	Spectrogram 1	1	1132.330530470	1132.690166334	233.256	385.681	w
811	Spectrogram 1	1	1133.419427947	1133.848993007	48.499	318.707	lt
812	Spectrogram 1	1	1134.598234391	1134.937890485	233.256	334.873	w
813	Spectrogram 1	1	1141.430429321	1141.919933691	251.732	454.965	w
814	Spectrogram 1	1	1143.098740135	1143.428406344	30.023	413.395	lt
815	Spectrogram 1	1	1144.307516234	1144.797020604	254.042	438.799	w
816	Spectrogram 1	1	1145.086727273	1145.416393482	227.979	502.591	w
817	Spectrogram 1	1	1147.334451424	1147.873905220	217.617	497.409	w
818	Spectrogram 1	1	1148.762118506	1149.591278971	274.827	505.774	w
819	Spectrogram 1	1	1150.220641733	1150.590267483	48.499	420.323	lt
820	Spectrogram 1	1	1151.419427947	1152.208628871	48.499	332.564	lt
821	Spectrogram 1	1	1153.237587038	1153.637182443	265.589	475.751	w
822	Spectrogram 1	1	1154.386423826	1155.085715784	274.827	471.132	w
823	Spectrogram 1	1	1155.255543831	1155.395402223	198.614	709.007	m
824	Spectrogram 1	1	1157.872893731	1158.332428447	36.952	429.561	lt
825	Spectrogram 1	1	1160.009842657	1160.499347028	163.972	524.249	m
826	Spectrogram 1	1	1161.038800824	1161.658173701	184.758	635.104	m
827	Spectrogram 1	1	1161.048790709	1162.047779221	254.042	374.134	w
828	Spectrogram 1	1	1162.277546578	1162.747071179	53.118	323.326	lt
829	Spectrogram 1	1	1162.667152098	1163.076737388	200.924	505.774	m
830	Spectrogram 1	1	1163.276535090	1163.815988886	228.637	355.658	w
831	Spectrogram 1	1	1166.453318556	1167.312448676	341.801	588.915	m
832	Spectrogram 1	1	1167.631238511	1168.150712537	242.494	374.134	w
833	Spectrogram 1	1	1169.938901973	1170.558274850	244.804	381.062	w
834	Spectrogram 1	1	1171.207617383	1172.006808192	191.686	586.605	m
835	Spectrogram 1	1	1172.166646354	1172.766039461	32.333	337.182	lt
836	Spectrogram 1	1	1174.913864760	1175.343429820	325.635	732.102	lt
837	Spectrogram 1	1	1174.384400849	1174.953824301	228.637	408.776	w
838	Spectrogram 1	1	1175.083692807	1175.772994880	46.189	295.612	lt
839	Spectrogram 1	1	1178.569276224	1178.988851399	53.118	198.614	lt
840	Spectrogram 1	1	1178.848993007	1179.927900599	170.901	609.700	m
841	Spectrogram 1	1	1181.915887737	1182.395402223	25.404	519.630	lt
842	Spectrogram 1	1	1180.587233017	1181.046767732	277.136	505.774	w
843	Spectrogram 1	1	1177.909943806	1178.179670704	177.829	413.395	w
844	Spectrogram 1	1	1184.343429820	1184.792974650	200.924	531.178	m
845	Spectrogram 1	1	1184.723045455	1185.032731893	18.476	293.303	lt
846	Spectrogram 1	1	1185.011865634	1186.010854146	189.376	588.915	m
847	Spectrogram 1	1	1186.740115759	1187.199650475	53.118	408.776	lt
848	Spectrogram 1	1	1189.856959915	1190.945857393	198.614	628.176	m
849	Spectrogram 1	1	1188.348487263	1188.708123127	290.993	436.490	w
850	Spectrogram 1	1	1187.479367258	1188.398436688	36.952	323.326	lt
851	Spectrogram 1	1	1191.055746129	1191.745048202	237.875	383.372	w
852	Spectrogram 1	1	1194.271602647	1194.621248626	224.018	494.226	w
853	Spectrogram 1	1	1194.491380120	1194.970894605	57.737	260.970	lt
854	Spectrogram 1	1	1195.140722652	1196.109741508	348.730	591.224	m
855	Spectrogram 1	1	1195.850004496	1196.549296454	249.423	392.610	w
856	Spectrogram 1	1	1198.457364510	1198.996818307	272.517	438.799	w
857	Spectrogram 1	1	1197.548284965	1197.847981518	41.570	260.970	lt
858	Spectrogram 1	1	1199.586221528	1200.685108891	339.492	625.866	m
859	Spectrogram 1	1	1202.173601773	1202.453318556	272.517	399.538	w
860	Spectrogram 1	1	1200.834957168	1201.314471653	249.423	418.014	w
861	Spectrogram 1	1	1201.933844530	1202.882883616	39.261	256.351	lt
862	Spectrogram 1	1	1203.910955295	1205.039812313	346.420	632.794	m
863	Spectrogram 1	1	1205.229620130	1205.629215534	48.499	639.723	lt
864	Spectrogram 1	1	1203.571299201	1204.260601274	224.018	351.039	w
865	Spectrogram 1	1	1208.786019231	1209.395402223	258.661	473.441	w
866	Spectrogram 1	1	1211.693075799	1212.112650974	235.566	491.917	w
867	Spectrogram 1	1	1210.684097403	1211.133642233	244.804	348.730	w
868	Spectrogram 1	1	1209.355442682	1210.404380619	325.635	648.961	m
869	Spectrogram 1	1	1206.478355769	1207.127698302	249.423	383.372	w
870	Spectrogram 1	1	1207.876939685	1208.176636239	244.804	381.062	w
871	Spectrogram 1	1	1208.506302448	1208.776029346	48.499	240.185	lt
872	Spectrogram 1	1	1213.850004496	1215.268568182	288.684	549.654	m
873	Spectrogram 1	1	1213.090773227	1213.420439436	41.570	279.446	lt
874	Spectrogram 1	1	1218.325473027	1219.464319930	332.564	628.176	m
875	Spectrogram 1	1	1219.444340160	1220.353419705	284.065	593.533	m
876	Spectrogram 1	1	1220.273500624	1220.992772353	71.594	281.755	lt
877	Spectrogram 1	1	1221.171703796	1221.900965410	260.970	498.845	w
878	Spectrogram 1	1	1224.058780594	1225.087738761	353.349	632.794	m
879	Spectrogram 1	1	1224.967860140	1225.307516234	240.185	390.300	w
880	Spectrogram 1	1	1223.689154845	1224.098740135	290.993	459.584	w
881	Spectrogram 1	1	1229.063713037	1230.222539710	244.804	639.723	w
882	Spectrogram 1	1	1230.281592532	1230.831036214	71.594	260.970	lt
883	Spectrogram 1	1	1231.760095529	1232.459387488	62.356	281.755	lt
884	Spectrogram 1	1	1234.127698302	1235.116696928	256.351	642.032	m
885	Spectrogram 1	1	1230.291582418	1230.990874376	256.351	418.014	w
886	Spectrogram 1	1	1235.865938312	1236.245553946	221.709	448.037	w
887	Spectrogram 1	1	1236.954835789	1237.084704296	36.952	279.446	lt
888	Spectrogram 1	1	1237.644137862	1238.063713037	240.185	450.346	w
889	Spectrogram 1	1	1238.881997128	1240.060803571	341.801	607.390	m
890	Spectrogram 1	1	1238.981895979	1239.401471154	200.924	374.134	w
891	Spectrogram 1	1	1240.710146104	1240.969883117	39.261	290.993	lt
892	Spectrogram 1	1	1241.799043581	1242.218618756	34.642	265.589	lt
893	Spectrogram 1	1	1239.661208167	1240.390469780	210.162	385.681	w
894	Spectrogram 1	1	1244.945857393	1246.214572802	288.684	646.651	m
895	Spectrogram 1	1	1247.922843157	1248.262499251	27.714	279.446	lt
896	Spectrogram 1	1	1246.144643606	1246.564218781	57.737	258.661	lt
897	Spectrogram 1	1	1249.080783342	1249.560297827	233.256	357.968	w
898	Spectrogram 1	1	1250.459387488	1251.238598526	152.425	572.748	m
899	Spectrogram 1	1	1249.780075300	1250.699144730	277.136	600.462	m
900	Spectrogram 1	1	1252.157667957	1252.717101523	256.351	392.610	w
901	Spectrogram 1	1	1253.356454171	1253.676130495	39.261	293.303	lt
902	Spectrogram 1	1	1254.834957168	1256.253520854	344.111	632.794	m
903	Spectrogram 1	1	1253.786019231	1254.175624750	235.566	397.229	w
904	Spectrogram 1	1	1254.974815559	1255.424360390	251.732	381.062	w
905	Spectrogram 1	1	1251.228608641	1251.488345654	228.637	501.155	w
906	Spectrogram 1	1	1257.791076673	1258.060803571	120.092	498.845	m
907	Spectrogram 1	1	1260.058780594	1261.427394855	293.303	621.247	m
908	Spectrogram 1	1	1260.058780594	1260.438396229	177.829	346.420	w
909	Spectrogram 1	1	1262.146666583	1262.536272103	50.808	348.730	lt
910	Spectrogram 1	1	1263.355442682	1263.615179695	30.023	281.755	lt
911	Spectrogram 1	1	1265.093682692	1266.302458791	357.968	579.677	m
912	Spectrogram 1	1	1266.381491384	1266.940924950	237.875	459.584	w
913	Spectrogram 1	1	1267.540318057	1267.859994381	4.619	415.704	lt
914	Spectrogram 1	1	1269.018821054	1270.207617383	265.589	614.319	m
915	Spectrogram 1	1	1268.219630245	1268.689154845	226.328	464.203	w
916	Spectrogram 1	1	1270.537283591	1270.797020604	16.166	304.850	lt
917	Spectrogram 1	1	1268.689154845	1269.198638986	55.427	244.804	lt
918	Spectrogram 1	1	1270.247576923	1270.657162213	228.637	478.060	w
919	Spectrogram 1	1	1272.475321304	1272.954835789	237.875	429.561	w
920	Spectrogram 1	1	1273.214572802	1273.873905220	64.665	277.136	lt
921	Spectrogram 1	1	1274.203571429	1275.252509366	330.254	605.081	m
922	Spectrogram 1	1	1274.742138736	1275.561309316	224.018	367.206	w
923	Spectrogram 1	1	1276.260601274	1276.939913462	43.880	288.684	lt
924	Spectrogram 1	1	1278.917910714	1280.096717158	348.730	658.199	m
925	Spectrogram 1	1	1279.777040834	1280.066747502	57.737	346.420	lt
926	Spectrogram 1	1	1283.503267982	1284.532226149	355.658	595.843	m
927	Spectrogram 1	1	1282.614168207	1283.223551199	235.566	464.203	w
928	Spectrogram 1	1	1280.436373252	1280.606201299	187.067	542.725	m
929	Spectrogram 1	1	1284.151724026	1284.571299201	170.901	355.658	w
930	Spectrogram 1	1	1285.130732767	1285.540318057	205.543	471.132	w
931	Spectrogram 1	1	1284.940924950	1285.300560814	46.189	284.065	lt
932	Spectrogram 1	1	1287.418416459	1288.637182443	180.139	390.300	m
933	Spectrogram 1	1	1289.246565435	1290.285513487	346.420	614.319	m
934	Spectrogram 1	1	1288.817000375	1289.156656469	267.898	374.134	w
935	Spectrogram 1	1	1290.375422453	1291.394390734	173.210	383.372	m
936	Spectrogram 1	1	1290.864926823	1291.384400849	221.709	468.822	w
937	Spectrogram 1	1	1292.133642233	1292.373399476	48.499	198.614	lt
938	Spectrogram 1	1	1291.943834416	1292.503267982	154.734	408.776	m
939	Spectrogram 1	1	1292.822944306	1293.362398102	170.901	418.014	m
940	Spectrogram 1	1	1286.809033467	1287.118719905	189.376	404.157	w
941	Spectrogram 1	1	1293.361511613	1294.410449550	302.540	575.058	m
942	Spectrogram 1	1	1294.859994381	1295.729114386	173.210	434.180	m
943	Spectrogram 1	1	1294.630227023	1294.999852772	48.499	297.921	lt
944	Spectrogram 1	1	1295.209640360	1295.459387488	64.665	307.159	lt
945	Spectrogram 1	1	1297.637182443	1298.756049575	344.111	621.247	m
946	Spectrogram 1	1	1297.866949800	1298.366444056	154.734	334.873	m
947	Spectrogram 1	1	1299.035766359	1299.365432567	189.376	443.418	w
948	Spectrogram 1	1	1298.835968656	1300.244542458	237.875	473.441	m
949	Spectrogram 1	1	1300.704077173	1301.353419705	200.924	270.208	w
950	Spectrogram 1	1	1301.901976898	1302.970894605	166.282	438.799	m
951	Spectrogram 1	1	1302.761107018	1303.740115759	154.734	475.751	m
952	Spectrogram 1	1	1302.441430694	1302.701167707	240.185	468.822	w
953	Spectrogram 1	1	1304.049802198	1304.759084041	147.806	429.561	m
954	Spectrogram 1	1	1304.459387488	1304.968871628	187.067	480.370	w
955	Spectrogram 1	1	1306.657162213	1307.376433941	159.353	549.654	m
956	Spectrogram 1	1	1307.326484515	1307.686120380	237.875	464.203	w
957	Spectrogram 1	1	1307.366444056	1307.875928197	157.044	392.610	m
958	Spectrogram 1	1	1308.884906593	1309.274512113	55.427	309.469	lt
959	Spectrogram 1	1	1310.263510739	1310.713055569	140.878	364.896	m
960	Spectrogram 1	1	1309.184603147	1310.703065684	316.397	538.106	m
961	Spectrogram 1	1	1310.673096029	1311.112650974	270.208	521.940	w
962	Spectrogram 1	1	1311.321552073	1312.090773227	163.972	436.490	m
963	Spectrogram 1	1	1312.899953921	1313.559286339	163.972	459.584	m
964	Spectrogram 1	1	1313.499347028	1314.018821054	157.044	443.418	m
965	Spectrogram 1	1	1313.819023352	1314.008831169	205.543	422.633	w
966	Spectrogram 1	1	1314.748082667	1315.926889111	353.349	632.794	m
967	Spectrogram 1	1	1315.427394855	1315.737081294	50.808	274.827	lt
968	Spectrogram 1	1	1318.124663836	1318.304481768	212.471	521.940	w
969	Spectrogram 1	1	1317.565230270	1318.134653721	173.210	378.753	m
970	Spectrogram 1	1	1316.066747502	1316.286524975	235.566	445.727	w
971	Spectrogram 1	1	1319.443328671	1319.763004995	152.425	374.134	m
972	Spectrogram 1	1	1319.013763611	1320.222539710	330.254	591.224	m
973	Spectrogram 1	1	1320.161713911	1320.890975524	145.497	431.871	m
974	Spectrogram 1	1	1321.330530470	1321.530328172	217.090	498.845	w
975	Spectrogram 1	1	1321.979873002	1322.639205420	147.806	411.085	m
976	Spectrogram 1	1	1323.138699675	1323.448386114	180.139	448.037	w
977	Spectrogram 1	1	1324.866949800	1325.536272103	200.924	355.658	w
978	Spectrogram 1	1	1324.037789336	1325.386423826	214.781	461.894	m
979	Spectrogram 1	1	1325.666140609	1326.165634865	41.570	224.018	lt
980	Spectrogram 1	1	1322.279569555	1323.008831169	32.333	221.709	lt
981	Spectrogram 1	1	1326.255543831	1326.984805445	163.972	512.702	m
982	Spectrogram 1	1	1326.954835789	1327.694087288	150.115	436.490	m
983	Spectrogram 1	1	1326.924866134	1327.264522228	187.067	422.633	w
984	Spectrogram 1	1	1327.744036713	1328.253520854	39.261	258.661	lt
985	Spectrogram 1	1	1328.762118506	1330.020844031	334.873	614.319	m
986	Spectrogram 1	1	1329.131744256	1329.561309316	46.189	272.517	lt
987	Spectrogram 1	1	1329.980884491	1330.350510240	182.448	401.848	w
988	Spectrogram 1	1	1331.629215534	1331.858982892	210.162	484.988	w
989	Spectrogram 1	1	1330.869984266	1331.429417832	92.379	468.822	m
990	Spectrogram 1	1	1331.239610015	1331.699144730	108.545	260.970	m
991	Spectrogram 1	1	1332.078760365	1332.408426573	189.376	399.538	w
992	Spectrogram 1	1	1333.717101523	1334.046767732	281.755	443.418	w
993	Spectrogram 1	1	1333.397425200	1334.686120380	318.707	623.557	m
994	Spectrogram 1	1	1333.177647727	1333.587233017	140.878	434.180	m
995	Spectrogram 1	1	1335.275523601	1335.735058317	205.543	487.298	w
996	Spectrogram 1	1	1335.864926823	1336.634147977	168.591	549.654	m
997	Spectrogram 1	1	1336.983793956	1337.533237637	184.758	353.349	w
998	Spectrogram 1	1	1337.583187063	1338.302458791	150.115	415.704	m
1000	Spectrogram 1	1	1338.002762238	1338.262499251	249.423	491.917	w
1001	Spectrogram 1	1	1339.430429321	1340.069781968	182.448	461.894	m
1002	Spectrogram 1	1	1340.019832542	1340.309539211	226.328	413.395	w
1003	Spectrogram 1	1	1340.669175075	1341.118719905	272.517	459.584	m
1004	Spectrogram 1	1	1341.318517607	1341.728102897	240.185	362.587	w
1005	Spectrogram 1	1	1340.998841284	1341.778052323	145.497	436.490	m
1006	Spectrogram 1	1	1342.267556693	1342.597222902	258.661	443.418	w
1007	Spectrogram 1	1	1342.657162213	1342.886929570	32.333	272.517	lt
1008	Spectrogram 1	1	1342.966848651	1343.766039461	166.282	482.679	m
1009	Spectrogram 1	1	1344.095705669	1345.264522228	263.279	517.321	m
1010	Spectrogram 1	1	1345.724056943	1346.083692807	50.808	297.921	lt
1011	Spectrogram 1	1	1346.313460165	1346.623146603	196.305	436.490	w
1012	Spectrogram 1	1	1346.852027473	1347.641228397	279.446	498.845	m
1013	Spectrogram 1	1	1347.601268856	1347.960904720	184.758	346.420	w
1014	Spectrogram 1	1	1349.409438062	1350.048790709	260.970	528.868	m
1015	Spectrogram 1	1	1348.949903347	1349.519326798	143.187	374.134	m
1016	Spectrogram 1	1	1349.609235764	1349.948891858	50.808	247.113	lt
1017	Spectrogram 1	1	1348.500358516	1348.879974151	244.804	459.584	w
1018	Spectrogram 1	1	1350.228608641	1350.678153472	237.875	457.275	w
1019	Spectrogram 1	1	1350.638193931	1351.906909341	212.471	501.155	m
1020	Spectrogram 1	1	1352.506302448	1353.435361763	270.208	496.536	m
1021	Spectrogram 1	1	1352.586221528	1353.015786588	36.952	256.351	lt
1022	Spectrogram 1	1	1354.034754870	1354.524259241	136.259	406.467	m
1023	Spectrogram 1	1	1355.153622003	1355.882883616	286.374	521.940	m
1024	Spectrogram 1	1	1355.632250000	1356.491380120	168.591	445.727	m
1025	Spectrogram 1	1	1356.521349775	1356.831036214	48.499	293.303	lt
1026	Spectrogram 1	1	1357.290570929	1358.089761738	163.972	461.894	m
1027	Spectrogram 1	1	1357.530328172	1358.019832542	304.850	404.157	w
1028	Spectrogram 1	1	1358.669175075	1359.268568182	277.136	510.393	m
1029	Spectrogram 1	1	1359.298537837	1359.598234391	46.189	318.707	lt
1030	Spectrogram 1	1	1359.788042208	1360.657162213	193.995	681.293	m
1031	Spectrogram 1	1	1361.006808192	1361.925877622	182.448	489.607	m
1032	Spectrogram 1	1	1361.276535090	1362.575220155	286.374	491.917	m
1033	Spectrogram 1	1	1362.255543831	1362.655139236	180.139	344.111	w
1034	Spectrogram 1	1	1363.314471653	1364.153622003	145.497	441.109	m
1035	Spectrogram 1	1	1364.103672577	1364.962802697	286.374	556.582	m
1036	Spectrogram 1	1	1364.393379246	1364.703065684	147.806	295.612	w
1037	Spectrogram 1	1	1364.872893731	1365.502256494	145.497	406.467	m
1038	Spectrogram 1	1	1366.780075300	1367.579266109	284.065	521.940	m
1039	Spectrogram 1	1	1366.879974151	1367.399448177	20.785	254.042	lt
1040	Spectrogram 1	1	1365.990874376	1366.400459665	168.591	383.372	w
1041	Spectrogram 1	1	1367.918922203	1368.648183816	163.972	427.252	m
1042	Spectrogram 1	1	1368.618214161	1368.987839910	221.709	475.751	w
1043	Spectrogram 1	1	1371.215584291	1371.974815559	173.210	570.439	m
1044	Spectrogram 1	1	1370.506302448	1371.365432567	265.589	480.370	m
1045	Spectrogram 1	1	1373.303470280	1374.172590285	281.755	579.677	m
1046	Spectrogram 1	1	1374.581289086	1375.220641733	175.520	441.109	m
1047	Spectrogram 1	1	1374.181693681	1374.621248626	108.545	378.753	w
1048	Spectrogram 1	1	1375.300560814	1376.609235764	297.921	542.725	m
1049	Spectrogram 1	1	1376.429417832	1376.878962662	203.233	413.395	w
1050	Spectrogram 1	1	1378.027799451	1378.906909341	177.829	561.201	m
1051	Spectrogram 1	1	1379.656150724	1379.935867507	36.952	318.707	lt
1052	Spectrogram 1	1	1380.435361763	1381.793986139	277.136	568.129	m
1053	Spectrogram 1	1	1381.274512113	1381.963814186	150.115	422.633	m
1054	Spectrogram 1	1	1382.802078047	1383.581289086	265.589	572.748	m
1055	Spectrogram 1	1	1383.661208167	1384.420439436	187.067	394.919	m
1056	Spectrogram 1	1	1383.890975524	1384.220641733	46.189	678.984	lt
1057	Spectrogram 1	1	1385.479367258	1385.908932318	242.494	464.203	w
1058	Spectrogram 1	1	1385.039812313	1386.508325425	272.517	628.176	m
1059	Spectrogram 1	1	1386.158679446	1387.247576923	168.591	422.633	m
1060	Spectrogram 1	1	1387.477344281	1387.856959915	221.709	434.180	w
1061	Spectrogram 1	1	1388.905897852	1389.675119006	154.734	415.704	m
1062	Spectrogram 1	1	1388.216595779	1389.145655095	265.589	581.986	m
1063	Spectrogram 1	1	1390.454330045	1390.943834416	168.591	309.469	w
1064	Spectrogram 1	1	1390.943834416	1391.723045455	193.995	561.201	m
1065	Spectrogram 1	1	1391.693075799	1392.372387987	170.901	448.037	m
1066	Spectrogram 1	1	1392.331541958	1393.080783342	237.875	577.367	m
1067	Spectrogram 1	1	1393.450409091	1394.509336913	277.136	515.012	m
1068	Spectrogram 1	1	1396.577243132	1397.336474401	290.993	498.845	m
1069	Spectrogram 1	1	1395.728102897	1396.617202672	224.018	538.106	m
1070	Spectrogram 1	1	1397.566241758	1398.745048202	344.111	621.247	m
1071	Spectrogram 1	1	1400.333439935	1401.162600400	177.829	431.871	m
1072	Spectrogram 1	1	1401.021855519	1401.691177822	281.755	519.630	m
1073	Spectrogram 1	1	1402.050813686	1402.999852772	272.517	584.296	m
1074	Spectrogram 1	1	1403.209640360	1404.738092782	237.875	584.296	m
1075	Spectrogram 1	1	1406.726079920	1407.745048202	200.924	554.273	m
1076	Spectrogram 1	1	1408.734046828	1409.782984765	254.042	528.868	m
1077	Spectrogram 1	1	1409.901976898	1410.880985639	272.517	547.344	m
1078	Spectrogram 1	1	1416.105695554	1416.964825674	288.684	561.201	m
1079	Spectrogram 1	1	1414.797020604	1415.576231643	270.208	519.630	m
1080	Spectrogram 1	1	1410.920945180	1411.790065185	168.591	401.848	m
1081	Spectrogram 1	1	1413.778052323	1414.577243132	260.970	478.060	m
1082	Spectrogram 1	1	1417.454330045	1417.893884990	251.732	621.247	m
1083	Spectrogram 1	1	1418.283490509	1419.402357642	263.279	512.702	m
1084	Spectrogram 1	1	1412.809033467	1413.378456918	284.065	561.201	m
1085	Spectrogram 1	1	1411.760095529	1412.489357143	207.852	468.822	m
1086	Spectrogram 1	1	1419.421450924	1420.040823801	244.804	501.155	m
1087	Spectrogram 1	1	1419.990874376	1420.480378746	230.947	648.961	m
1088	Spectrogram 1	1	1423.507313936	1424.756049575	251.732	743.649	m
1089	Spectrogram 1	1	1421.139711164	1422.168669331	272.517	556.582	m
1090	Spectrogram 1	1	1422.318517607	1423.287536464	249.423	593.533	m
1091	Spectrogram 1	1	1425.625169580	1426.354431194	286.374	528.868	m
1092	Spectrogram 1	1	1426.943834416	1427.613156718	260.970	505.774	m
1093	Spectrogram 1	1	1429.909943806	1430.888952547	265.589	515.012	m
1094	Spectrogram 1	1	1431.128709790	1432.557263362	214.781	515.012	m
1095	Spectrogram 1	1	1433.436324176	1434.525221653	155.340	420.712	m
1096	Spectrogram 1	1	1437.191634491	1438.630177947	181.230	478.964	m
1097	Spectrogram 1	1	1438.700107143	1439.988802323	190.939	475.728	m
1098	Spectrogram 1	1	1440.468316808	1441.647123252	304.207	517.799	m
1099	Spectrogram 1	1	1442.586172453	1443.345403721	233.010	482.201	m
1100	Spectrogram 1	1	1443.605140734	1445.183542582	197.411	498.382	m
1101	Spectrogram 1	1	1445.572261613	1446.511310814	181.230	504.854	m
1102	Spectrogram 1	1	1446.751068057	1447.939864386	190.939	491.909	m
1103	Spectrogram 1	1	1448.808984391	1449.598185315	239.482	504.854	m
1104	Spectrogram 1	1	1449.907871753	1450.707062562	148.867	533.981	m
1105	Spectrogram 1	1	1451.316445554	1452.475272228	207.120	556.634	m
1106	Spectrogram 1	1	1452.115636364	1453.034705794	200.647	394.822	m
1107	Spectrogram 1	1	1454.322514486	1454.961867133	297.735	491.909	m
1108	Spectrogram 1	1	1456.220592657	1457.229571054	181.230	524.272	m
1109	Spectrogram 1	1	1457.509287837	1458.308478646	210.356	491.909	m
1110	Spectrogram 1	1	1458.408377498	1459.117659341	236.246	482.201	m
1111	Spectrogram 1	1	1459.926840035	1460.895858891	242.718	488.673	m
1112	Spectrogram 1	1	1461.085666708	1461.834908092	174.757	498.382	m
1113	Spectrogram 1	1	1462.414321429	1463.663057068	239.482	498.382	m
1114	Spectrogram 1	1	1463.971857018	1464.731088287	155.340	394.822	m
1115	Spectrogram 1	1	1465.610198177	1466.529267607	242.718	576.052	m
1116	Spectrogram 1	1	1466.469328297	1467.328458417	158.576	491.909	m
1117	Spectrogram 1	1	1467.318468531	1468.077699800	174.757	482.201	m
1118	Spectrogram 1	1	1468.747022103	1469.566192682	252.427	511.327	m
1119	Spectrogram 1	1	1469.726030844	1470.754989011	223.301	485.437	m
1120	Spectrogram 1	1	1470.545201424	1471.444291084	294.498	579.288	m
1121	Spectrogram 1	1	1471.074665335	1472.023704421	155.340	411.003	m
1122	Spectrogram 1	1	1474.030784840	1474.949854271	187.702	504.854	m
1123	Spectrogram 1	1	1473.131695180	1474.010805070	216.828	508.091	m
1124	Spectrogram 1	1	1472.192645979	1472.901927822	249.191	482.201	m
1125	Spectrogram 1	1	1476.518266234	1477.447325549	210.356	579.288	m
1126	Spectrogram 1	1	1475.019783467	1475.719075425	216.828	491.909	m
1127	Spectrogram 1	1	1477.757011988	1478.576182567	148.867	453.074	m
1128	Spectrogram 1	1	1480.714017982	1481.653067183	194.175	537.217	m
1129	Spectrogram 1	1	1480.014726024	1480.664068556	236.246	498.382	m
1130	Spectrogram 1	1	1479.565181194	1480.304432692	255.663	485.437	m
1131	Spectrogram 1	1	1483.720086913	1484.689105769	161.812	398.058	m
1132	Spectrogram 1	1	1481.951877248	1482.681138861	323.625	501.618	m
1133	Spectrogram 1	1	1482.611209665	1483.440370130	284.790	508.091	m
1134	Spectrogram 1	1	1486.986779346	1488.165585789	145.631	378.641	m
1135	Spectrogram 1	1	1489.514220280	1489.893835914	171.521	313.916	w
1136	Spectrogram 1	1	1488.575171079	1489.813916833	271.845	504.854	m
1137	Spectrogram 1	1	1484.818974276	1485.797983017	210.356	498.382	m
1138	Spectrogram 1	1	1485.518266234	1486.886880495	262.136	488.673	m
1139	Spectrogram 1	1	1490.252585290	1491.061765984	216.828	498.382	m
1140	Spectrogram 1	1	1490.762069431	1491.521300699	174.757	391.586	m
1141	Spectrogram 1	1	1492.350461164	1493.509287837	288.026	527.508	m
1142	Spectrogram 1	1	1491.481341159	1492.450360015	213.592	514.563	m
1143	Spectrogram 1	1	1494.218569680	1495.037740260	174.757	482.201	m
1144	Spectrogram 1	1	1493.459338412	1494.408377498	155.340	504.854	m
1145	Spectrogram 1	1	1495.057720030	1496.136627622	207.120	508.091	m
1146	Spectrogram 1	1	1497.435312687	1498.314422577	200.647	498.382	m
1147	Spectrogram 1	1	1498.334402348	1498.903825799	271.845	485.437	m
1148	Spectrogram 1	1	1498.903825799	1499.383340285	132.686	498.382	m
1149	Spectrogram 1	1	1499.532302073	1500.541280470	281.553	511.327	m
1150	Spectrogram 1	1	1502.389409216	1503.168620255	284.790	491.909	m
1151	Spectrogram 1	1	1500.481341159	1501.320491508	190.939	446.602	m
1152	Spectrogram 1	1	1501.180633117	1501.969834041	187.702	543.689	m
1153	Spectrogram 1	1	1503.698084166	1503.997780719	213.592	378.641	w
1154	Spectrogram 1	1	1504.037740260	1504.866900724	165.049	427.184	m
1155	Spectrogram 1	1	1505.286475899	1506.615130619	239.482	504.854	m
1156	Spectrogram 1	1	1506.225525100	1506.794948551	171.521	297.735	w
1157	Spectrogram 1	1	1507.014726024	1507.873856144	155.340	482.201	m
1158	Spectrogram 1	1	1508.372463911	1509.371452423	278.317	533.981	m
1159	Spectrogram 1	1	1508.822008741	1509.391432193	145.631	268.608	w
1160	Spectrogram 1	1	1510.350461164	1510.959844156	135.922	275.081	w
1161	Spectrogram 1	1	1509.351472652	1510.290521853	142.395	482.201	m
1162	Spectrogram 1	1	1510.230582542	1510.939864386	229.773	543.689	m
1163	Spectrogram 1	1	1511.039763237	1512.068721404	255.663	592.233	m
1164	Spectrogram 1	1	1512.678104396	1513.037740260	148.867	281.553	w
1165	Spectrogram 1	1	1514.346415210	1514.765990385	145.631	284.790	w
1166	Spectrogram 1	1	1516.104634990	1516.494240509	152.104	294.498	w
1167	Spectrogram 1	1	1512.708074051	1513.737032218	190.939	398.058	m
1168	Spectrogram 1	1	1513.727042333	1514.426334291	174.757	540.453	m
1169	Spectrogram 1	1	1514.466293831	1515.285464411	165.049	598.706	m
1170	Spectrogram 1	1	1515.834908092	1516.753977522	174.757	469.256	m
1171	Spectrogram 1	1	1516.803926948	1517.593127872	171.521	498.382	m
1172	Spectrogram 1	1	1517.472362762	1518.291533342	197.411	453.074	m
